artist,Track,duration_ms,explicit,year,popularity,key,genre
Black Eyed Peas,The Time (Dirty Bit),307640,FALSE,2010,69,6,"hip hop, pop"
Kelly Rowland,Commander,218106,FALSE,2011,59,11,"hip hop, pop, R&B"
Swedish House Mafia,One (Your Name) - Radio Edit,163246,FALSE,2010,63,9,"pop, Dance/Electronic"
Chris Brown,Deuces (feat. Tyga & Kevin McCall),276560,TRUE,2011,68,1,"hip hop, pop, R&B"
Usher,DJ Got Us Fallin' In Love (feat. Pitbull),220800,FALSE,2010,79,7,"hip hop, pop, R&B"
Iyaz,Replay,182306,FALSE,2009,75,9,"hip hop, pop"
Flo Rida,Club Can't Handle Me (feat. David Guetta),234560,FALSE,2010,76,0,"hip hop, pop"
Sean Kingston,Eenie Meenie,201946,FALSE,2010,74,1,"hip hop, pop, R&B"
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),263773,TRUE,2010,58,1,"hip hop, pop"
Tinie Tempah,Written in the Stars (feat. Eric Turner),207653,FALSE,2010,57,7,"hip hop, pop, Dance/Electronic"
Bruno Mars,Talking to the Moon,217866,FALSE,2010,76,1,pop
Miley Cyrus,Can't Be Tamed,168213,FALSE,2010,0,11,pop
Mike Posner,Cooler Than Me - Single Mix,213293,FALSE,2010,75,7,"hip hop, pop, Dance/Electronic"
Lady Gaga,Telephone,220640,FALSE,2009,69,3,pop
Yolanda Be Cool,We No Speak Americano (JT Radio Edit),157438,FALSE,2010,1,6,Dance/Electronic
Rihanna,Hard,250600,TRUE,2009,55,1,"hip hop, pop, R&B"
Tinie Tempah,Pass Out,268053,TRUE,2010,53,1,"hip hop, pop, Dance/Electronic"
Adam Lambert,Whataya Want from Me,227320,FALSE,2009,57,11,pop
Trey Songz,Bottoms Up (feat. Nicki Minaj),242013,TRUE,2010,0,1,"hip hop, pop, R&B"
Timbaland,If We Ever Meet Again (Featuring Katy Perry),292706,FALSE,2009,68,8,"hip hop, pop, R&B"
Enrique Iglesias,I Like It,231373,FALSE,2010,63,10,"pop, latin"
Tim Berg,Seek Bromance - Avicii’s Vocal Edit,203960,FALSE,2010,0,11,"pop, Dance/Electronic"
Usher,OMG (feat. will.i.am),269493,FALSE,2010,73,4,"hip hop, pop, R&B"
Maroon 5,Misery,216200,FALSE,2010,67,4,pop
Jay Sean,Down,212106,FALSE,2009,3,2,"hip hop, pop, R&B"
Rihanna,Man Down,267000,TRUE,2010,68,0,"hip hop, pop, R&B"
3OH!3,My First Kiss (feat. Ke$ha),192440,FALSE,2010,62,0,"hip hop, pop, rock"
Justin Bieber,Baby,214240,FALSE,2010,81,5,pop
Cali Swag District,Teach Me How to Dougie,237480,TRUE,2011,66,11,"hip hop, pop"
Swedish House Mafia,Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,206460,TRUE,2010,54,7,"pop, Dance/Electronic"
K'NAAN,Wavin' Flag,220520,FALSE,2009,57,0,set()
Ludacris,How Low,201586,TRUE,2010,63,1,"hip hop, pop"
Kesha,Blah Blah Blah (feat. 3OH!3),172053,TRUE,2010,61,10,"pop, Dance/Electronic"
DJ Khaled,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",232506,TRUE,2010,51,10,"hip hop, pop"
Jason Derulo,In My Head,199026,FALSE,2010,65,0,"hip hop, pop"
Aloe Blacc,I Need A Dollar,243053,FALSE,2010,1,6,R&B
B.o.B,Airplanes (feat. Hayley Williams of Paramore),180480,TRUE,2010,74,6,"hip hop, pop"
Ludacris,My Chick Bad,216933,TRUE,2010,68,1,"hip hop, pop"
Nelly,Just A Dream,237800,FALSE,2010,73,1,"hip hop, pop, R&B"
Rihanna,What's My Name?,263173,FALSE,2010,66,2,"hip hop, pop, R&B"
Shontelle,Impossible,226533,FALSE,2010,35,8,"pop, R&B"
Take That,The Flood,289359,FALSE,2010,57,11,pop
Trey Songz,Say Aah (feat. Fabolous),207546,FALSE,2009,54,1,"hip hop, pop, R&B"
Jason Derulo,Whatcha Say,221253,FALSE,2010,70,11,"hip hop, pop"
Drake,Over,233560,TRUE,2010,57,7,"hip hop, pop, R&B"
Example,Kickstarts,181826,FALSE,2010,63,5,"pop, Dance/Electronic"
Plan B,She Said,208853,FALSE,2010,62,3,Dance/Electronic
The Saturdays,Higher,207613,FALSE,2010,61,10,"pop, Dance/Electronic"
Jay Sean,Do You Remember,210306,FALSE,2009,2,11,"hip hop, pop, R&B"
Usher,Hey Daddy (Daddy's Home),224093,FALSE,2010,60,11,"hip hop, pop, R&B"
Lil Wayne,Right Above It,271946,TRUE,2010,68,3,"hip hop, pop"
The Wanted,All Time Low,205200,FALSE,2010,18,8,"pop, Dance/Electronic"
Kesha,Your Love Is My Drug,187133,FALSE,2010,69,1,"pop, Dance/Electronic"
Ellie Goulding,Starry Eyed,176613,FALSE,2010,54,5,"pop, rock, Dance/Electronic"
Drake,Find Your Love,208946,FALSE,2010,56,6,"hip hop, pop, R&B"
Jason Derulo,Ridin' Solo,215746,FALSE,2010,66,9,"hip hop, pop"
Two Door Cinema Club,What You Know,189693,FALSE,2010,0,6,"World/Traditional, rock, pop"
JAY-Z,Young Forever,253906,TRUE,2009,65,9,hip hop
Young Money,BedRock,288133,TRUE,2009,71,8,"hip hop, pop"
B.o.B,Nothin' on You (feat. Bruno Mars),268320,FALSE,2010,74,10,"hip hop, pop"
Katy Perry,Teenage Dream,227741,FALSE,2010,69,10,pop
Scouting For Girls,This Ain't a Love Song,210680,FALSE,2017,52,0,"pop, rock"
Travie McCoy,Billionaire (feat. Bruno Mars),211160,TRUE,2010,72,6,"hip hop, pop"
Owl City,Fireflies,228346,FALSE,2009,78,3,"rock, pop"
Alicia Keys,Empire State of Mind (Part II) Broken Down,216480,FALSE,2009,71,6,"pop, R&B"
Lady A,Need You Now,236440,FALSE,2010,73,4,"pop, country"
Taylor Swift,Back To December,293026,FALSE,2010,65,2,pop
Neon Trees,Animal,212306,FALSE,2010,64,5,"rock, pop"
Kris Allen,Live Like We're Dying,212506,FALSE,2009,51,0,pop
Matt Cardle,When We Collide,226000,FALSE,2011,46,2,pop
Robyn,Dancing On My Own,288670,FALSE,2010,0,6,"pop, Dance/Electronic"
The Band Perry,If I Die Young,222773,FALSE,2010,64,4,country
B.o.B,Magic (feat. Rivers Cuomo),196133,FALSE,2010,65,8,"hip hop, pop"
Adele,Rolling in the Deep,228093,TRUE,2011,2,8,"pop, R&B"
Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",201493,FALSE,2010,77,11,pop
LMFAO,Party Rock Anthem,262146,FALSE,2011,73,5,"hip hop, pop, Dance/Electronic"
Katy Perry,Firework,227893,FALSE,2010,72,8,pop
Bruno Mars,Grenade,222091,FALSE,2010,78,2,pop
Pitbull,Hey Baby (Drop It to the Floor) (feat. T-Pain),234453,FALSE,2011,71,10,"hip hop, pop, latin"
Alexandra Stan,Mr. Saxobeat,195105,FALSE,2011,0,11,"pop, Dance/Electronic"
David Guetta,Who's That Chick? (feat. Rihanna),201040,FALSE,2010,71,11,"hip hop, pop, Dance/Electronic"
Jennifer Lopez,On The Floor,284866,FALSE,2011,79,3,"hip hop, pop, R&B"
Rihanna,S&M,243533,FALSE,2010,73,1,"hip hop, pop, R&B"
Kesha,Blow,219973,FALSE,2010,69,11,"pop, Dance/Electronic"
Snoop Dogg,Sweat - Remix,195986,FALSE,2011,68,7,"hip hop, pop"
Taio Cruz,Higher,187626,FALSE,2010,61,8,"hip hop, pop"
Usher,More - RedOne Jimmy Joker Remix,219986,FALSE,2010,67,7,"hip hop, pop, R&B"
Example,Changed the Way You Kiss Me - Radio Edit,195466,FALSE,2011,42,4,"pop, Dance/Electronic"
Black Eyed Peas,Just Can’t Get Enough,219426,FALSE,2010,76,0,"hip hop, pop"
David Guetta,Where Them Girls At (feat. Nicki Minaj & Flo Rida),194840,TRUE,2012,72,3,"hip hop, pop, Dance/Electronic"
Lykke Li,I Follow Rivers - The Magician Remix,281106,FALSE,2011,51,9,"pop, Dance/Electronic"
Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",252306,FALSE,2011,81,8,"hip hop, pop, latin"
Selena Gomez & The Scene,Love You Like A Love Song,188453,FALSE,2011,79,1,"pop, Dance/Electronic"
Wiz Khalifa,Black and Yellow,217666,TRUE,2011,75,2,"hip hop, pop"
Katy Perry,E.T.,229573,FALSE,2012,65,1,pop
Britney Spears,I Wanna Go,210266,FALSE,2011,66,5,pop
Gym Class Heroes,Stereo Hearts (feat. Adam Levine),210960,FALSE,2011,81,9,"hip hop, pop"
Edward Maya,Stereo Love - Radio Edit,184573,FALSE,2010,66,1,pop
Enrique Iglesias,Tonight (I'm Fuckin' You),232213,TRUE,2010,63,0,"pop, latin"
Jeremih,Down On Me,228453,FALSE,2010,72,2,"hip hop, pop, R&B"
Sak Noel,Loca People - Radio Edit,215624,TRUE,2011,49,11,Dance/Electronic
Olly Murs,Heart Skips a Beat (feat. Rizzle Kicks),202266,FALSE,2011,61,9,"pop, Dance/Electronic"
LMFAO,Sexy And I Know It,199480,FALSE,2011,67,7,"hip hop, pop, Dance/Electronic"
Cobra Starship,You Make Me Feel... (feat. Sabi),215693,FALSE,2011,70,7,"pop, Dance/Electronic"
Jessie J,Do It Like A Dude,195240,TRUE,2011,57,2,"hip hop, pop"
DJ Fresh,Louder (feat. Sian Evans) - Radio Edit,206776,FALSE,2012,55,6,"pop, Dance/Electronic"
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),263773,TRUE,2010,76,1,"hip hop, pop"
Nickelback,When We Stand Together,190786,FALSE,2011,65,10,"rock, metal"
M83,Midnight City,243960,FALSE,2011,76,11,"rock, pop, metal, Dance/Electronic"
Britney Spears,Till the World Ends,237946,FALSE,2011,65,8,pop
Labrinth,Earthquake (feat. Tinie Tempah),274600,TRUE,2012,62,0,pop
Jason Derulo,Don't Wanna Go Home,206080,FALSE,2011,63,2,"hip hop, pop"
Coldplay,Paradise,278719,FALSE,2011,82,5,"rock, pop"
Katy Perry,Last Friday Night (T.G.I.F.),230746,FALSE,2012,74,3,pop
Adele,Set Fire to the Rain,242973,FALSE,2011,2,2,"pop, R&B"
Dr. Dre,I Need A Doctor,283733,TRUE,2011,71,3,hip hop
Lil Wayne,6 Foot 7 Foot,248586,TRUE,2011,1,2,"hip hop, pop"
DJ Khaled,I'm On One,296146,TRUE,2011,70,11,"hip hop, pop"
Chris Brown,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),222586,TRUE,2011,71,11,"hip hop, pop, R&B"
Far East Movement,Rocketeer,211253,FALSE,2010,61,4,"hip hop, pop"
The Wanted,Glad You Came,197935,FALSE,2011,77,7,"pop, Dance/Electronic"
Kesha,We R Who We R,204760,FALSE,2010,71,8,"pop, Dance/Electronic"
Kelly Rowland,Motivation,230560,FALSE,2011,65,9,"hip hop, pop, R&B"
Rihanna,We Found Love,215226,FALSE,2011,75,1,"hip hop, pop, R&B"
Nicole Scherzinger,Don't Hold Your Breath,197440,FALSE,2011,62,5,"pop, Dance/Electronic"
Mann,Buzzin Remix,224333,TRUE,2011,48,10,"hip hop, pop"
Chris Brown,Yeah 3x,241666,TRUE,2011,69,11,"hip hop, pop, R&B"
Swedish House Mafia,Save The World,213337,FALSE,2011,65,0,"pop, Dance/Electronic"
Kanye West,All Of The Lights,299613,TRUE,2010,76,1,hip hop
Miguel,Sure Thing,195373,FALSE,2010,78,11,"pop, R&B"
Diddy - Dirty Money,Coming Home,238693,FALSE,2010,69,7,"hip hop, pop, R&B"
Rihanna,What's My Name?,263173,FALSE,2010,66,2,"hip hop, pop, R&B"
Chris Brown,Beautiful People,225881,FALSE,2019,53,5,"hip hop, pop, R&B"
Avril Lavigne,What the Hell,220706,FALSE,2011,74,6,pop
Professor Green,Read All About It,235735,TRUE,2011,39,11,Dance/Electronic
Chase & Status,Blind Faith,233666,FALSE,2011,60,9,Dance/Electronic
Chip,Champion (feat. Chris Brown),237293,TRUE,2011,48,6,"hip hop, Dance/Electronic"
Selena Gomez & The Scene,Who Says,195613,FALSE,2011,76,4,"pop, Dance/Electronic"
Rizzle Kicks,Down With The Trumpets,186851,FALSE,2011,59,4,hip hop
Lady Gaga,Born This Way,260253,FALSE,2011,72,11,pop
Nicki Minaj,Super Bass,200013,TRUE,2010,0,11,"hip hop, pop"
Mac Miller,Donald Trump,165908,TRUE,2011,61,1,hip hop
Calvin Harris,Bounce (feat. Kelis) - Radio Edit,222186,FALSE,2012,62,2,"hip hop, pop, Dance/Electronic"
David Guetta,Without You (feat. Usher),208133,FALSE,2012,70,2,"hip hop, pop, Dance/Electronic"
Foster The People,Pumped Up Kicks,239600,FALSE,2011,82,5,"rock, pop"
Drake,Headlines,235986,TRUE,2011,74,6,"hip hop, pop, R&B"
Jessie J,Price Tag,223053,FALSE,2011,73,5,"hip hop, pop"
Jason Aldean,Dirt Road Anthem,229413,FALSE,2010,53,2,country
Wiz Khalifa,Roll Up,227773,TRUE,2011,63,3,"hip hop, pop"
OneRepublic,Good Life,253306,TRUE,2009,72,6,pop
Bad Meets Evil,Lighters,303813,TRUE,2011,68,0,"hip hop, pop"
Bruno Mars,The Lazy Song,189109,FALSE,2010,75,8,pop
Lupe Fiasco,The Show Goes On,239613,TRUE,2011,70,7,"hip hop, pop"
James Morrison,I Won't Let You Go,229303,FALSE,2011,64,0,"pop, R&B"
Jason Derulo,It Girl,192200,FALSE,2011,70,1,"hip hop, pop"
Adele,Someone Like You,285240,FALSE,2011,4,9,"pop, R&B"
Red Hot Chili Peppers,The Adventures of Rain Dance Maggie,282400,FALSE,2011,65,4,rock
Keri Hilson,Pretty Girl Rock,243920,FALSE,2010,67,11,"pop, R&B"
P!nk,F**kin' Perfect,213413,TRUE,2010,60,7,pop
Blake Shelton,Honey Bee,210720,FALSE,2011,50,4,country
Lady Gaga,The Edge Of Glory,320546,FALSE,2011,67,9,pop
Lady A,Just A Kiss,218840,FALSE,2011,63,1,"pop, country"
Hot Chelle Rae,Tonight Tonight,200466,FALSE,2011,73,4,"hip hop, pop, rock"
Grouplove,Tongue Tied,218013,FALSE,2011,79,3,"pop, rock, Folk/Acoustic"
Coldplay,Every Teardrop Is a Waterfall,240796,FALSE,2011,69,9,"rock, pop"
Beyoncé,Best Thing I Never Had,253746,FALSE,2011,69,6,"pop, R&B"
P!nk,Raise Your Glass,202960,TRUE,2010,76,7,pop
Christina Perri,Jar of Hearts,246587,FALSE,2011,72,3,pop
Bruno Mars,Marry You,230192,FALSE,2010,75,10,pop
The Band Perry,If I Die Young,222773,FALSE,2010,64,4,country
Lil Wayne,How To Love,240306,FALSE,2011,0,11,"hip hop, pop"
Charlene Soraia,Wherever You Will Go,197577,FALSE,2011,60,9,pop
Christina Perri,A Thousand Years,285120,FALSE,2011,70,10,pop
Rihanna,We Found Love,215226,FALSE,2011,75,1,"hip hop, pop, R&B"
Carly Rae Jepsen,Call Me Maybe,193400,FALSE,2012,78,7,"pop, Dance/Electronic"
fun.,We Are Young (feat. Janelle Monáe),250626,FALSE,2012,76,10,"rock, pop"
Sean Paul,She Doesn't Mind,227786,FALSE,2012,70,7,"hip hop, pop"
Pitbull,International Love (feat. Chris Brown),227280,FALSE,2011,74,0,"hip hop, pop, latin"
DEV,In The Dark,226226,FALSE,2012,52,8,"pop, Dance/Electronic"
Adele,Skyfall,286480,FALSE,2012,74,0,"pop, R&B"
David Guetta,Turn Me On (feat. Nicki Minaj),199680,FALSE,2012,65,8,"hip hop, pop, Dance/Electronic"
Rihanna,Where Have You Been,242680,FALSE,2011,71,0,"hip hop, pop, R&B"
JAY-Z,Ni**as In Paris,219333,TRUE,2011,82,1,hip hop
Maroon 5,One More Night,219546,FALSE,2012,74,5,pop
Skrillex,Bangarang (feat. Sirah),215253,TRUE,2011,70,7,"hip hop, pop, Dance/Electronic"
The Wanted,Chasing The Sun,198800,FALSE,2012,69,7,"pop, Dance/Electronic"
Flo Rida,Whistle,224653,FALSE,2012,77,0,"hip hop, pop"
will.i.am,This Is Love,279026,FALSE,2013,62,0,"hip hop, pop"
David Guetta,She Wolf (Falling to Pieces) [feat. Sia],222500,FALSE,2012,66,7,"hip hop, pop, Dance/Electronic"
Nicki Minaj,Pound The Alarm,205640,TRUE,2012,64,9,"hip hop, pop"
Kendrick Lamar,Swimming Pools (Drank) - Extended Version,313786,TRUE,2012,63,1,hip hop
MARINA,Primadonna,221075,FALSE,2012,78,4,"pop, Dance/Electronic"
Kanye West,Mercy,329320,TRUE,2012,73,6,hip hop
DJ Fresh,Hot Right Now (feat. RITA ORA) - Radio Edit,182333,FALSE,2012,58,4,"pop, Dance/Electronic"
LMFAO,Sexy And I Know It,199480,FALSE,2011,67,7,"hip hop, pop, Dance/Electronic"
PSY,Gangnam Style (강남스타일),219493,FALSE,2012,72,11,pop
Kesha,Die Young,211920,FALSE,2012,78,1,"pop, Dance/Electronic"
Usher,Scream,234693,FALSE,2012,66,7,"hip hop, pop, R&B"
Olly Murs,Troublemaker (feat. Flo Rida),185586,FALSE,2012,0,0,"pop, Dance/Electronic"
Linkin Park,BURN IT DOWN,230253,FALSE,2012,73,9,"rock, metal"
Bruno Mars,Locked out of Heaven,233478,FALSE,2012,85,5,pop
Avicii,Levels - Radio Edit,199906,FALSE,2011,77,1,"pop, Dance/Electronic"
Flo Rida,Good Feeling,248133,FALSE,2012,76,1,"hip hop, pop"
Rihanna,Diamonds,225146,FALSE,2012,75,11,"hip hop, pop, R&B"
Wiz Khalifa,"Work Hard, Play Hard",219026,TRUE,2012,62,11,"hip hop, pop"
Katy Perry,Part Of Me,216160,FALSE,2012,73,5,pop
Nicki Minaj,Starships,210626,TRUE,2012,75,11,"hip hop, pop"
Kendrick Lamar,m.A.A.d city,350120,TRUE,2012,67,2,hip hop
Asaf Avidan & the Mojos,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],212360,FALSE,2012,0,3,pop
Florence + The Machine,Spectrum (Say My Name) - Calvin Harris Remix,218190,FALSE,2011,68,11,"rock, pop, Dance/Electronic"
Azealia Banks,212,204956,TRUE,2014,0,11,"hip hop, pop, R&B"
Maroon 5,Payphone,231173,TRUE,2012,82,4,pop
James Arthur,Impossible,209440,FALSE,2013,75,0,pop
Michel Teló,Ai Se Eu Te Pego - Live,166866,FALSE,2012,0,11,"country, latin"
Otto Knows,Million Voices - Radio Edit,192866,FALSE,2012,0,8,"pop, Dance/Electronic"
Icona Pop,I Love It,156773,TRUE,2012,51,1,"pop, Dance/Electronic"
Tyga,Rack City,203200,TRUE,2012,61,1,"hip hop, pop"
Calvin Harris,Feel So Close - Radio Edit,206413,FALSE,2012,79,7,"hip hop, pop, Dance/Electronic"
Jennifer Lopez,Dance Again,237266,FALSE,2012,0,11,"hip hop, pop, R&B"
Grimes,Oblivion,251266,FALSE,2012,0,2,"pop, rock, Dance/Electronic"
Adele,Rumour Has It,223266,FALSE,2011,0,0,"pop, R&B"
Coldplay,Paradise,278719,FALSE,2011,82,5,"rock, pop"
Chris Brown,Turn Up the Music,227973,FALSE,2012,64,1,"hip hop, pop, R&B"
Frank Ocean,Lost,234093,TRUE,2012,64,8,"hip hop, pop, R&B"
Calvin Harris,Let's Go (feat. Ne-Yo),232800,FALSE,2012,66,4,"hip hop, pop, Dance/Electronic"
The Script,Hall of Fame (feat. will.i.am),202533,FALSE,2012,78,10,"pop, rock"
Swedish House Mafia,Don't You Worry Child - Radio Edit,212862,FALSE,2012,76,11,"pop, Dance/Electronic"
MARINA,How to Be a Heartbreaker,221493,FALSE,2012,50,11,"pop, Dance/Electronic"
Justin Bieber,Boyfriend,171333,FALSE,2012,63,10,pop
David Guetta,Titanium (feat. Sia),245040,FALSE,2012,79,0,"hip hop, pop, Dance/Electronic"
Jessie J,Domino,231840,FALSE,2011,74,7,"hip hop, pop"
Taylor Swift,I Knew You Were Trouble.,219720,FALSE,2012,59,3,pop
ScHoolboy Q,Hands on the Wheel (feat. Asap Rocky),197131,TRUE,2012,61,1,"hip hop, pop"
P!nk,Try,247906,FALSE,2012,76,2,pop
Robbie Williams,Candy,201053,FALSE,2012,68,10,"pop, rock"
Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",207333,TRUE,2011,77,0,"hip hop, pop"
Justin Bieber,As Long As You Love Me,229466,FALSE,2012,67,0,pop
Rita Ora,R.I.P. (feat. Tinie Tempah),228026,FALSE,2012,46,11,"hip hop, pop, Dance/Electronic"
Alex Clare,Too Close,256613,FALSE,2011,60,11,rock
Tyga,Faded,206666,TRUE,2012,58,1,"hip hop, pop"
Alesso,Years - ラジオ・エディット,195480,FALSE,2012,0,2,"pop, Dance/Electronic"
Guy Sebastian,Battle Scars (feat. Lupe Fiasco),250080,FALSE,2012,0,5,pop
Katy Perry,The One That Got Away,227333,FALSE,2012,72,1,pop
Avicii,Silhouettes - Original Radio Edit,211880,FALSE,2012,53,5,"pop, Dance/Electronic"
Gotye,Somebody That I Used To Know,244884,FALSE,2011,57,0,set()
Flo Rida,Wild Ones (feat. Sia),232946,FALSE,2012,77,5,"hip hop, pop"
One Direction,What Makes You Beautiful,199986,FALSE,2012,82,4,pop
Lana Del Rey,Born To Die,286253,FALSE,2012,53,4,pop
Kesha,C'Mon,214333,FALSE,2012,0,1,"pop, Dance/Electronic"
Owl City,Good Time,205933,FALSE,2012,77,3,"rock, pop"
Calvin Harris,We'll Be Coming Back (feat. Example),234360,FALSE,2012,62,7,"hip hop, pop, Dance/Electronic"
Emeli Sandé,"Read All About It, Pt. III",283706,FALSE,2012,65,2,"pop, R&B"
Ellie Goulding,Lights - Single Version,210853,FALSE,2010,63,8,"pop, rock, Dance/Electronic"
Train,Drive By,195973,FALSE,2012,77,1,pop
Disclosure,Latch,255631,FALSE,2013,74,1,"pop, Dance/Electronic"
Coldplay,Princess of China,239215,FALSE,2011,66,9,"rock, pop"
One Direction,Live While We're Young,200186,FALSE,2012,0,2,pop
Gym Class Heroes,Ass Back Home (feat. Neon Hitch),222213,TRUE,2011,61,10,"hip hop, pop"
Carrie Underwood,Blown Away,240133,FALSE,2012,63,9,"pop, country"
alt-J,Breezeblocks,227080,FALSE,2012,71,5,rock
Chris Brown,Don't Wake Me Up,222306,FALSE,2012,62,7,"hip hop, pop, R&B"
Kelly Clarkson,Stronger (What Doesn't Kill You),221946,FALSE,2011,74,0,"pop, R&B"
Drake,The Motto,181573,TRUE,2011,74,1,"hip hop, pop, R&B"
Katy Perry,Wide Awake,220946,FALSE,2012,65,5,pop
Rita Ora,How We Do (Party),247026,TRUE,2012,48,7,"hip hop, pop, Dance/Electronic"
Rudimental,Feel the Love (feat. John Newman),245186,FALSE,2013,64,1,"pop, Dance/Electronic"
Lana Del Rey,Ride,289080,TRUE,2012,66,0,pop
Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),251626,FALSE,2012,69,5,"pop, R&B"
Demi Lovato,Give Your Heart a Break,205346,FALSE,2011,71,6,pop
Drake,Take Care,277386,TRUE,2011,75,0,"hip hop, pop, R&B"
Little Mix,Wings,219733,FALSE,2012,0,7,pop
Bruno Mars,It Will Rain,257720,FALSE,2011,74,2,pop
Cher Lloyd,Want U Back,214013,FALSE,2011,67,9,"pop, Dance/Electronic"
Lorde,Royals,190185,FALSE,2013,77,7,"pop, Dance/Electronic"
Robin Thicke,Blurred Lines,263053,FALSE,2013,55,7,"pop, R&B"
Imagine Dragons,Radioactive,186813,FALSE,2012,77,9,rock
Avicii,Wake Me Up,247426,FALSE,2013,6,2,"pop, Dance/Electronic"
Bruno Mars,Locked out of Heaven,233478,FALSE,2012,85,5,pop
Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),235613,TRUE,2012,1,6,"hip hop, pop"
Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,248413,FALSE,2013,83,6,"hip hop, Dance/Electronic"
will.i.am,Scream & Shout,283400,TRUE,2013,78,5,"hip hop, pop"
Stromae,Papaoutai,232146,FALSE,2013,0,10,pop
Bingo Players,Get Up (Rattle) - Vocal Edit,166933,FALSE,2013,1,7,"pop, Dance/Electronic"
Naughty Boy,La La La,220779,FALSE,2013,58,6,Dance/Electronic
Tom Odell,Another Love,244360,TRUE,2013,88,4,pop
2 Chainz,We Own It (Fast & Furious),227906,FALSE,2013,69,1,"hip hop, pop"
David Guetta,Play Hard (feat. Ne-Yo & Akon),201000,FALSE,2012,69,8,"hip hop, pop, Dance/Electronic"
Pitbull,Feel This Moment (feat. Christina Aguilera),229506,FALSE,2012,77,7,"hip hop, pop, latin"
will.i.am,#thatPOWER,279506,FALSE,2013,68,6,"hip hop, pop"
Lil Wayne,Love Me,255053,TRUE,2013,68,11,"hip hop, pop"
Macklemore & Ryan Lewis,Can't Hold Us (feat. Ray Dalton),258342,FALSE,2012,81,2,"hip hop, pop"
Martin Garrix,Animals - Radio Edit,176117,FALSE,2013,0,1,"pop, Dance/Electronic"
Jason Derulo,Talk Dirty (feat. 2 Chainz),177685,TRUE,2013,56,6,"hip hop, pop"
John Newman,Love Me Again,239894,FALSE,2013,74,2,set()
Britney Spears,Work B**ch,247853,TRUE,2013,0,9,pop
The Neighbourhood,Sweater Weather,240400,FALSE,2013,89,10,"rock, pop"
Sebastian Ingrosso,Reload - Radio Edit,221272,FALSE,2013,68,9,"pop, Dance/Electronic"
Capital Cities,Safe And Sound,192693,FALSE,2013,0,0,pop
Demi Lovato,Heart Attack,210840,FALSE,2013,79,8,pop
Arctic Monkeys,Why'd You Only Call Me When You're High?,161123,FALSE,2013,84,2,rock
Justin Bieber,Beauty And A Beat,227986,FALSE,2012,73,0,pop
Eminem,The Monster,250188,TRUE,2013,75,1,hip hop
Pitbull,Don't Stop the Party (feat. TJR),206120,FALSE,2012,64,4,"hip hop, pop, latin"
Selena Gomez,Come & Get It,231986,FALSE,2013,69,7,pop
P!nk,True Love (feat. Lily Allen),230733,TRUE,2012,71,9,pop
Disclosure,White Noise,277687,FALSE,2013,54,10,"pop, Dance/Electronic"
Flo Rida,I Cry,223800,FALSE,2012,60,4,"hip hop, pop"
Kanye West,Black Skinhead,188013,TRUE,2013,0,1,hip hop
Lana Del Rey,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,214912,FALSE,2013,72,1,pop
Eminem,Berzerk,238746,TRUE,2013,66,11,hip hop
Icona Pop,I Love It (feat. Charli XCX),157152,TRUE,2013,68,8,"pop, Dance/Electronic"
Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),186826,FALSE,2013,71,9,rock
Lorde,Team,193058,FALSE,2013,0,6,"pop, Dance/Electronic"
Avicii,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,208316,FALSE,2012,68,6,"pop, Dance/Electronic"
Imagine Dragons,Demons,177506,FALSE,2012,81,3,rock
One Direction,One Way or Another (Teenage Kicks),157293,FALSE,2013,66,4,pop
Taylor Swift,I Knew You Were Trouble.,219720,FALSE,2012,76,3,pop
Arctic Monkeys,Do I Wanna Know?,272394,FALSE,2013,84,5,rock
Rudimental,Waiting All Night (feat. Ella Eyre),292586,FALSE,2013,66,6,"pop, Dance/Electronic"
Klangkarussell,Sonnentanz - Sun Don't Shine,238120,FALSE,2014,68,5,"pop, Dance/Electronic"
Calvin Harris,Drinking from the Bottle (feat. Tinie Tempah),240346,FALSE,2012,61,9,"hip hop, pop, Dance/Electronic"
A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",233786,TRUE,2013,76,1,hip hop
P!nk,Try,247906,FALSE,2012,76,2,pop
Ylvis,The Fox (What Does the Fox Say?),213708,FALSE,2013,63,6,hip hop
Ellie Goulding,Burn,231211,FALSE,2014,70,1,"pop, rock, Dance/Electronic"
